,0
2085,comp.sys.mac.hardware
2086,comp.sys.mac.hardware
2087,comp.sys.mac.hardware
2088,comp.sys.mac.hardware
2089,comp.sys.mac.hardware
2090,comp.sys.mac.hardware
2091,comp.sys.mac.hardware
2092,comp.sys.mac.hardware
2093,comp.sys.mac.hardware
2094,comp.sys.mac.hardware
2095,comp.sys.mac.hardware
2096,comp.sys.mac.hardware
2097,comp.sys.mac.hardware
2098,comp.sys.mac.hardware
2099,comp.sys.mac.hardware
2100,comp.sys.mac.hardware
2101,comp.sys.mac.hardware
2102,comp.sys.mac.hardware
2103,comp.sys.mac.hardware
2104,comp.sys.mac.hardware
2105,comp.sys.mac.hardware
2106,comp.sys.mac.hardware
2107,comp.sys.mac.hardware
2108,comp.sys.mac.hardware
2109,comp.sys.mac.hardware
2110,comp.sys.mac.hardware
2111,comp.sys.mac.hardware
2112,comp.sys.mac.hardware
2113,comp.sys.mac.hardware
2114,comp.sys.mac.hardware
2115,comp.sys.mac.hardware
2116,comp.sys.mac.hardware
2117,comp.sys.mac.hardware
2118,comp.sys.mac.hardware
2119,comp.sys.mac.hardware
2120,comp.sys.mac.hardware
2121,comp.sys.mac.hardware
2122,comp.sys.mac.hardware
2123,comp.sys.mac.hardware
2124,comp.sys.mac.hardware
2125,comp.sys.mac.hardware
2126,comp.sys.mac.hardware
2127,comp.sys.mac.hardware
2128,comp.sys.mac.hardware
2129,comp.sys.mac.hardware
2130,comp.sys.mac.hardware
2131,comp.sys.mac.hardware
2132,comp.sys.mac.hardware
2133,comp.sys.mac.hardware
2134,comp.sys.mac.hardware
2135,comp.sys.mac.hardware
2136,comp.sys.mac.hardware
2137,comp.sys.mac.hardware
2138,comp.sys.mac.hardware
2139,comp.sys.mac.hardware
2140,comp.sys.mac.hardware
2141,comp.sys.mac.hardware
2142,comp.sys.mac.hardware
2143,comp.sys.mac.hardware
2144,comp.sys.mac.hardware
2145,comp.sys.mac.hardware
2146,comp.sys.mac.hardware
2147,comp.sys.mac.hardware
2148,comp.sys.mac.hardware
2149,comp.sys.mac.hardware
2150,comp.sys.mac.hardware
2151,comp.sys.mac.hardware
2152,comp.sys.mac.hardware
2153,comp.sys.mac.hardware
2154,comp.sys.mac.hardware
2155,comp.sys.mac.hardware
2156,comp.sys.mac.hardware
2157,comp.sys.mac.hardware
2158,comp.sys.mac.hardware
2159,comp.sys.mac.hardware
2160,comp.sys.mac.hardware
2161,comp.sys.mac.hardware
2162,comp.sys.mac.hardware
2163,comp.sys.mac.hardware
2164,comp.sys.mac.hardware
2165,comp.sys.mac.hardware
2166,comp.sys.mac.hardware
2167,comp.sys.mac.hardware
2168,comp.sys.mac.hardware
2169,comp.sys.mac.hardware
2170,comp.sys.mac.hardware
2171,comp.sys.mac.hardware
2172,comp.sys.mac.hardware
2173,comp.sys.mac.hardware
2174,comp.sys.mac.hardware
2175,comp.sys.mac.hardware
2176,comp.sys.mac.hardware
2177,comp.sys.mac.hardware
2178,comp.sys.mac.hardware
2179,comp.sys.mac.hardware
2180,comp.sys.mac.hardware
2181,comp.sys.mac.hardware
2182,comp.sys.mac.hardware
2183,comp.sys.mac.hardware
2184,comp.sys.mac.hardware
2185,comp.sys.mac.hardware
2186,comp.sys.mac.hardware
2187,comp.sys.mac.hardware
2188,comp.sys.mac.hardware
2189,comp.sys.mac.hardware
2190,comp.sys.mac.hardware
2191,comp.sys.mac.hardware
2192,comp.sys.mac.hardware
2193,comp.sys.mac.hardware
2194,comp.sys.mac.hardware
2195,comp.sys.mac.hardware
2196,comp.sys.mac.hardware
2197,comp.sys.mac.hardware
2198,comp.sys.mac.hardware
2199,comp.sys.mac.hardware
2200,comp.sys.mac.hardware
2201,comp.sys.mac.hardware
2202,comp.sys.mac.hardware
2203,comp.sys.mac.hardware
2204,comp.sys.mac.hardware
2205,comp.sys.mac.hardware
2206,comp.sys.mac.hardware
2207,comp.sys.mac.hardware
2208,comp.sys.mac.hardware
2209,comp.sys.mac.hardware
2210,comp.sys.mac.hardware
2211,comp.sys.mac.hardware
2212,comp.sys.mac.hardware
2213,comp.sys.mac.hardware
2214,comp.sys.mac.hardware
2215,comp.sys.mac.hardware
2216,comp.sys.mac.hardware
2217,comp.sys.mac.hardware
2218,comp.sys.mac.hardware
2219,comp.sys.mac.hardware
2220,comp.sys.mac.hardware
2221,comp.sys.mac.hardware
2222,comp.sys.mac.hardware
2223,comp.sys.mac.hardware
2224,comp.sys.mac.hardware
2225,comp.sys.mac.hardware
2226,comp.sys.mac.hardware
2227,comp.sys.mac.hardware
2228,comp.sys.mac.hardware
2229,comp.sys.mac.hardware
2230,comp.sys.mac.hardware
2231,comp.sys.mac.hardware
2232,comp.sys.mac.hardware
2233,comp.sys.mac.hardware
2234,comp.sys.mac.hardware
2235,comp.sys.mac.hardware
2236,comp.sys.mac.hardware
2237,comp.sys.mac.hardware
2238,comp.sys.mac.hardware
2239,comp.sys.mac.hardware
2240,comp.sys.mac.hardware
2241,comp.sys.mac.hardware
2242,comp.sys.mac.hardware
2243,comp.sys.mac.hardware
2244,comp.sys.mac.hardware
2245,comp.sys.mac.hardware
2246,comp.sys.mac.hardware
2247,comp.sys.mac.hardware
2248,comp.sys.mac.hardware
2249,comp.sys.mac.hardware
2250,alt.atheism
2251,alt.atheism
2252,alt.atheism
2253,alt.atheism
2254,alt.atheism
2255,alt.atheism
2256,alt.atheism
2257,alt.atheism
2258,alt.atheism
2259,alt.atheism
2260,alt.atheism
2261,alt.atheism
2262,alt.atheism
2263,alt.atheism
2264,alt.atheism
2265,alt.atheism
2266,alt.atheism
2267,alt.atheism
2268,alt.atheism
2269,alt.atheism
2270,alt.atheism
2271,alt.atheism
2272,alt.atheism
2273,alt.atheism
2274,alt.atheism
2275,alt.atheism
2276,alt.atheism
2277,alt.atheism
2278,alt.atheism
2279,alt.atheism
2280,alt.atheism
2281,alt.atheism
2282,alt.atheism
2283,alt.atheism
2284,alt.atheism
2285,alt.atheism
2286,alt.atheism
2287,alt.atheism
2288,alt.atheism
2289,alt.atheism
2290,alt.atheism
2291,alt.atheism
2292,alt.atheism
2293,alt.atheism
2294,alt.atheism
2295,alt.atheism
2296,alt.atheism
2297,alt.atheism
2298,alt.atheism
2299,alt.atheism
2300,alt.atheism
2301,alt.atheism
2302,alt.atheism
2303,alt.atheism
2304,alt.atheism
2305,alt.atheism
2306,alt.atheism
2307,alt.atheism
2308,alt.atheism
2309,alt.atheism
2310,alt.atheism
2311,alt.atheism
2312,alt.atheism
2313,alt.atheism
2314,alt.atheism
2315,alt.atheism
2316,alt.atheism
2317,alt.atheism
2318,alt.atheism
2319,alt.atheism
2320,alt.atheism
2321,alt.atheism
2322,alt.atheism
2323,alt.atheism
2324,alt.atheism
2325,alt.atheism
2326,alt.atheism
2327,alt.atheism
2328,alt.atheism
2329,alt.atheism
2330,alt.atheism
2331,alt.atheism
2332,alt.atheism
2333,alt.atheism
2334,alt.atheism
2335,alt.atheism
2336,alt.atheism
2337,alt.atheism
2338,alt.atheism
2339,alt.atheism
2340,alt.atheism
2341,alt.atheism
2342,alt.atheism
2343,alt.atheism
2344,alt.atheism
2345,alt.atheism
2346,alt.atheism
2347,alt.atheism
2348,alt.atheism
2349,alt.atheism
2350,alt.atheism
2351,alt.atheism
2352,alt.atheism
2353,alt.atheism
2354,alt.atheism
2355,alt.atheism
2356,alt.atheism
2357,alt.atheism
2358,alt.atheism
2359,alt.atheism
2360,alt.atheism
2361,alt.atheism
2362,alt.atheism
2363,alt.atheism
2364,alt.atheism
2365,alt.atheism
2366,alt.atheism
2367,alt.atheism
2368,alt.atheism
2369,alt.atheism
2370,alt.atheism
2371,alt.atheism
2372,alt.atheism
2373,alt.atheism
2374,alt.atheism
2375,alt.atheism
2376,alt.atheism
2377,alt.atheism
2378,alt.atheism
2379,alt.atheism
2380,alt.atheism
2381,alt.atheism
2382,alt.atheism
2383,alt.atheism
2384,alt.atheism
2385,alt.atheism
2386,alt.atheism
2387,alt.atheism
2388,alt.atheism
2389,alt.atheism
2390,alt.atheism
2391,alt.atheism
2392,alt.atheism
2393,alt.atheism
2394,alt.atheism
2395,alt.atheism
2396,alt.atheism
2397,alt.atheism
2398,alt.atheism
2399,alt.atheism
2400,alt.atheism
2401,alt.atheism
2402,alt.atheism
2403,alt.atheism
2404,alt.atheism
2405,alt.atheism
2406,alt.atheism
2407,alt.atheism
2408,alt.atheism
2409,alt.atheism
2410,alt.atheism
2411,alt.atheism
2412,alt.atheism
2413,alt.atheism
2414,alt.atheism
2415,alt.atheism
2416,alt.atheism
2417,alt.atheism
2418,alt.atheism
2419,alt.atheism
2420,alt.atheism
2421,alt.atheism
2422,alt.atheism
2423,alt.atheism
2424,alt.atheism
2425,alt.atheism
2426,alt.atheism
2427,alt.atheism
2428,alt.atheism
2429,alt.atheism
2430,alt.atheism
2431,alt.atheism
2432,alt.atheism
2433,alt.atheism
2434,alt.atheism
2435,alt.atheism
2436,alt.atheism
2437,alt.atheism
2438,alt.atheism
2439,alt.atheism
2440,alt.atheism
2441,alt.atheism
2442,alt.atheism
2443,alt.atheism
2444,alt.atheism
2445,alt.atheism
2446,alt.atheism
2447,alt.atheism
2448,alt.atheism
2449,alt.atheism
2450,alt.atheism
2451,alt.atheism
2452,alt.atheism
2453,alt.atheism
2454,alt.atheism
2455,alt.atheism
2456,alt.atheism
2457,alt.atheism
2458,alt.atheism
2459,alt.atheism
2460,alt.atheism
2461,alt.atheism
2462,alt.atheism
2463,alt.atheism
2464,alt.atheism
2465,alt.atheism
2466,alt.atheism
2467,alt.atheism
2468,alt.atheism
2469,alt.atheism
2470,alt.atheism
2471,alt.atheism
2472,alt.atheism
2473,alt.atheism
2474,alt.atheism
2475,alt.atheism
2476,alt.atheism
2477,alt.atheism
2478,alt.atheism
2479,alt.atheism
2480,alt.atheism
2481,alt.atheism
2482,alt.atheism
2483,alt.atheism
2484,alt.atheism
2485,alt.atheism
2486,alt.atheism
2487,alt.atheism
2488,alt.atheism
2489,alt.atheism
2490,alt.atheism
2491,alt.atheism
2492,alt.atheism
2493,alt.atheism
2494,alt.atheism
2495,alt.atheism
2496,alt.atheism
2497,alt.atheism
2498,alt.atheism
2499,alt.atheism
2500,alt.atheism
2501,alt.atheism
2502,alt.atheism
2503,alt.atheism
2504,alt.atheism
2505,alt.atheism
2506,alt.atheism
2507,alt.atheism
2508,alt.atheism
2509,alt.atheism
2510,alt.atheism
2511,alt.atheism
2512,alt.atheism
2513,alt.atheism
2514,alt.atheism
2515,alt.atheism
2516,alt.atheism
2517,alt.atheism
2518,alt.atheism
2519,alt.atheism
2520,alt.atheism
2521,alt.atheism
2522,alt.atheism
2523,alt.atheism
2524,alt.atheism
2525,alt.atheism
2526,alt.atheism
2527,alt.atheism
2528,alt.atheism
2529,alt.atheism
2530,alt.atheism
2531,alt.atheism
2532,alt.atheism
2533,alt.atheism
2534,alt.atheism
2535,alt.atheism
2536,alt.atheism
2537,alt.atheism
2538,alt.atheism
2539,alt.atheism
2540,alt.atheism
2541,alt.atheism
2542,alt.atheism
2543,alt.atheism
2544,alt.atheism
2545,alt.atheism
2546,alt.atheism
2547,alt.atheism
2548,alt.atheism
2549,alt.atheism
2550,alt.atheism
2551,alt.atheism
2552,alt.atheism
2553,alt.atheism
2554,alt.atheism
2555,alt.atheism
2556,alt.atheism
2557,alt.atheism
2558,alt.atheism
2559,alt.atheism
2560,alt.atheism
2561,alt.atheism
2562,alt.atheism
2563,alt.atheism
2564,alt.atheism
2565,alt.atheism
2566,alt.atheism
2567,alt.atheism
2568,alt.atheism
2569,alt.atheism
2570,alt.atheism
2571,alt.atheism
2572,alt.atheism
2573,alt.atheism
2574,alt.atheism
2575,alt.atheism
2576,alt.atheism
2577,alt.atheism
2578,alt.atheism
2579,alt.atheism
2580,alt.atheism
2581,alt.atheism
2582,alt.atheism
2583,alt.atheism
2584,alt.atheism
2585,alt.atheism
2586,alt.atheism
2587,alt.atheism
2588,alt.atheism
2589,alt.atheism
2590,alt.atheism
2591,alt.atheism
2592,alt.atheism
2593,alt.atheism
2594,alt.atheism
2595,alt.atheism
2596,alt.atheism
2597,alt.atheism
2598,alt.atheism
2599,alt.atheism
2600,alt.atheism
2601,alt.atheism
2602,alt.atheism
2603,alt.atheism
2604,alt.atheism
2605,alt.atheism
2606,alt.atheism
2607,alt.atheism
2608,alt.atheism
2609,alt.atheism
2610,alt.atheism
2611,alt.atheism
2612,alt.atheism
2613,alt.atheism
2614,alt.atheism
2615,alt.atheism
2616,alt.atheism
2617,alt.atheism
2618,alt.atheism
2619,alt.atheism
2620,alt.atheism
2621,alt.atheism
2622,alt.atheism
2623,alt.atheism
2624,alt.atheism
2625,alt.atheism
2626,alt.atheism
2627,alt.atheism
2628,alt.atheism
2629,alt.atheism
2630,alt.atheism
2631,alt.atheism
2632,alt.atheism
2633,alt.atheism
2634,alt.atheism
2635,alt.atheism
2636,alt.atheism
2637,alt.atheism
2638,alt.atheism
2639,alt.atheism
2640,alt.atheism
2641,alt.atheism
2642,alt.atheism
2643,alt.atheism
2644,alt.atheism
2645,alt.atheism
2646,alt.atheism
2647,alt.atheism
2648,alt.atheism
2649,alt.atheism
2650,alt.atheism
2651,alt.atheism
2652,alt.atheism
2653,alt.atheism
2654,alt.atheism
2655,alt.atheism
2656,alt.atheism
2657,alt.atheism
2658,alt.atheism
2659,alt.atheism
2660,alt.atheism
2661,alt.atheism
2662,alt.atheism
2663,alt.atheism
2664,alt.atheism
2665,alt.atheism
2666,alt.atheism
2667,alt.atheism
2668,alt.atheism
2669,alt.atheism
2670,alt.atheism
2671,alt.atheism
2672,alt.atheism
2673,alt.atheism
2674,alt.atheism
2675,alt.atheism
2676,alt.atheism
2677,alt.atheism
2678,alt.atheism
2679,alt.atheism
2680,alt.atheism
2681,alt.atheism
2682,alt.atheism
2683,alt.atheism
2684,alt.atheism
2685,alt.atheism
2686,alt.atheism
2687,alt.atheism
2688,alt.atheism
2689,alt.atheism
2690,alt.atheism
2691,alt.atheism
2692,alt.atheism
2693,alt.atheism
2694,alt.atheism
2695,alt.atheism
2696,alt.atheism
2697,alt.atheism
2698,alt.atheism
2699,alt.atheism
2700,alt.atheism
2701,alt.atheism
2702,alt.atheism
2703,alt.atheism
2704,alt.atheism
2705,alt.atheism
2706,alt.atheism
2707,alt.atheism
2708,alt.atheism
2709,alt.atheism
2710,alt.atheism
2711,alt.atheism
2712,alt.atheism
2713,alt.atheism
2714,alt.atheism
2715,alt.atheism
2716,alt.atheism
2717,alt.atheism
2718,alt.atheism
2719,alt.atheism
2720,alt.atheism
2721,alt.atheism
2722,alt.atheism
2723,alt.atheism
2724,alt.atheism
2725,alt.atheism
2726,alt.atheism
2727,alt.atheism
2728,alt.atheism
2729,alt.atheism
2730,alt.atheism
2731,alt.atheism
2732,alt.atheism
2733,alt.atheism
2734,alt.atheism
2735,alt.atheism
2736,alt.atheism
2737,alt.atheism
2738,alt.atheism
2739,alt.atheism
2740,alt.atheism
2741,alt.atheism
2742,alt.atheism
2743,alt.atheism
2744,alt.atheism
2745,alt.atheism
2746,alt.atheism
2747,alt.atheism
2748,alt.atheism
2749,alt.atheism
2750,alt.atheism
2751,alt.atheism
2752,alt.atheism
2753,alt.atheism
2754,alt.atheism
2755,alt.atheism
2756,alt.atheism
2757,alt.atheism
2758,alt.atheism
2759,alt.atheism
2760,alt.atheism
2761,alt.atheism
2762,alt.atheism
2763,alt.atheism
2764,alt.atheism
2765,alt.atheism
2766,alt.atheism
2767,alt.atheism
2768,alt.atheism
2769,alt.atheism
2770,alt.atheism
2771,alt.atheism
2772,alt.atheism
2773,alt.atheism
2774,alt.atheism
2775,alt.atheism
2776,alt.atheism
2777,alt.atheism
2778,alt.atheism
2779,alt.atheism
2780,alt.atheism
2781,alt.atheism
2782,alt.atheism
2783,alt.atheism
2784,alt.atheism
2785,alt.atheism
2786,alt.atheism
2787,alt.atheism
2788,alt.atheism
2789,alt.atheism
2790,alt.atheism
2791,alt.atheism
2792,alt.atheism
2793,alt.atheism
2794,alt.atheism
2795,alt.atheism
2796,alt.atheism
2797,alt.atheism
2798,alt.atheism
2799,alt.atheism
2800,alt.atheism
2801,alt.atheism
2802,alt.atheism
2803,alt.atheism
2804,alt.atheism
2805,alt.atheism
2806,alt.atheism
2807,alt.atheism
2808,alt.atheism
2809,alt.atheism
2810,alt.atheism
2811,alt.atheism
2812,alt.atheism
2813,alt.atheism
2814,alt.atheism
2815,alt.atheism
2816,alt.atheism
2817,alt.atheism
2818,alt.atheism
2819,alt.atheism
2820,alt.atheism
2821,alt.atheism
2822,alt.atheism
2823,alt.atheism
2824,alt.atheism
2825,alt.atheism
2826,alt.atheism
2827,alt.atheism
2828,alt.atheism
2829,alt.atheism
2830,alt.atheism
2831,alt.atheism
2832,alt.atheism
2833,alt.atheism
2834,alt.atheism
2835,alt.atheism
2836,alt.atheism
2837,alt.atheism
2838,alt.atheism
2839,alt.atheism
2840,alt.atheism
2841,alt.atheism
2842,alt.atheism
2843,alt.atheism
2844,alt.atheism
2845,alt.atheism
2846,alt.atheism
2847,alt.atheism
2848,alt.atheism
2849,alt.atheism
2850,alt.atheism
2851,alt.atheism
2852,alt.atheism
2853,alt.atheism
2854,alt.atheism
2855,alt.atheism
2856,alt.atheism
2857,alt.atheism
2858,alt.atheism
2859,alt.atheism
2860,alt.atheism
2861,alt.atheism
2862,alt.atheism
2863,alt.atheism
2864,alt.atheism
2865,alt.atheism
2866,alt.atheism
2867,alt.atheism
2868,alt.atheism
2869,alt.atheism
2870,alt.atheism
2871,alt.atheism
2872,alt.atheism
2873,alt.atheism
2874,alt.atheism
2875,alt.atheism
2876,alt.atheism
2877,alt.atheism
2878,alt.atheism
2879,alt.atheism
2880,alt.atheism
2881,alt.atheism
2882,alt.atheism
2883,alt.atheism
2884,alt.atheism
2885,alt.atheism
2886,alt.atheism
2887,alt.atheism
2888,alt.atheism
2889,alt.atheism
2890,alt.atheism
2891,alt.atheism
2892,alt.atheism
2893,alt.atheism
2894,alt.atheism
2895,alt.atheism
2896,alt.atheism
2897,alt.atheism
2898,alt.atheism
2899,alt.atheism
2900,alt.atheism
2901,alt.atheism
2902,alt.atheism
2903,alt.atheism
2904,alt.atheism
2905,alt.atheism
2906,alt.atheism
2907,alt.atheism
2908,alt.atheism
2909,alt.atheism
2910,alt.atheism
2911,alt.atheism
2912,alt.atheism
2913,alt.atheism
2914,alt.atheism
2915,alt.atheism
2916,alt.atheism
2917,alt.atheism
2918,alt.atheism
2919,alt.atheism
2920,alt.atheism
2921,alt.atheism
2922,alt.atheism
2923,alt.atheism
2924,alt.atheism
2925,alt.atheism
2926,alt.atheism
2927,alt.atheism
2928,alt.atheism
2929,alt.atheism
2930,alt.atheism
2931,alt.atheism
2932,alt.atheism
2933,alt.atheism
2934,alt.atheism
2935,alt.atheism
2936,alt.atheism
2937,alt.atheism
2938,alt.atheism
2939,alt.atheism
2940,alt.atheism
2941,alt.atheism
2942,alt.atheism
2943,alt.atheism
2944,alt.atheism
2945,alt.atheism
2946,alt.atheism
2947,alt.atheism
2948,alt.atheism
2949,alt.atheism
2950,alt.atheism
2951,alt.atheism
2952,alt.atheism
2953,alt.atheism
2954,alt.atheism
2955,alt.atheism
2956,alt.atheism
2957,alt.atheism
2958,alt.atheism
2959,alt.atheism
2960,alt.atheism
2961,alt.atheism
2962,alt.atheism
2963,alt.atheism
2964,alt.atheism
2965,alt.atheism
2966,alt.atheism
2967,alt.atheism
2968,alt.atheism
2969,alt.atheism
2970,alt.atheism
2971,alt.atheism
2972,alt.atheism
2973,alt.atheism
2974,alt.atheism
2975,alt.atheism
2976,alt.atheism
2977,alt.atheism
2978,alt.atheism
2979,alt.atheism
2980,alt.atheism
2981,alt.atheism
2982,alt.atheism
2983,alt.atheism
2984,alt.atheism
2985,alt.atheism
2986,alt.atheism
2987,alt.atheism
2988,alt.atheism
2989,alt.atheism
2990,alt.atheism
2991,alt.atheism
2992,alt.atheism
2993,alt.atheism
2994,alt.atheism
2995,alt.atheism
2996,alt.atheism
2997,alt.atheism
2998,alt.atheism
2999,alt.atheism
3000,rec.sport.baseball
3001,rec.sport.baseball
3002,rec.sport.baseball
3003,rec.sport.baseball
3004,rec.sport.baseball
3005,rec.sport.baseball
3006,rec.sport.baseball
3007,rec.sport.baseball
3008,rec.sport.baseball
3009,rec.sport.baseball
3010,rec.sport.baseball
3011,rec.sport.baseball
3012,rec.sport.baseball
3013,rec.sport.baseball
3014,rec.sport.baseball
3015,rec.sport.baseball
3016,rec.sport.baseball
3017,rec.sport.baseball
3018,rec.sport.baseball
3019,rec.sport.baseball
3020,rec.sport.baseball
3021,rec.sport.baseball
3022,rec.sport.baseball
3023,rec.sport.baseball
3024,rec.sport.baseball
3025,rec.sport.baseball
3026,rec.sport.baseball
3027,rec.sport.baseball
3028,rec.sport.baseball
3029,rec.sport.baseball
3030,rec.sport.baseball
3031,rec.sport.baseball
3032,rec.sport.baseball
3033,rec.sport.baseball
3034,rec.sport.baseball
3035,rec.sport.baseball
3036,rec.sport.baseball
3037,rec.sport.baseball
3038,rec.sport.baseball
3039,rec.sport.baseball
3040,rec.sport.baseball
3041,rec.sport.baseball
3042,rec.sport.baseball
3043,rec.sport.baseball
3044,rec.sport.baseball
3045,rec.sport.baseball
3046,rec.sport.baseball
3047,rec.sport.baseball
3048,rec.sport.baseball
3049,rec.sport.baseball
3050,rec.sport.baseball
3051,rec.sport.baseball
3052,rec.sport.baseball
3053,rec.sport.baseball
3054,rec.sport.baseball
3055,rec.sport.baseball
3056,rec.sport.baseball
3057,rec.sport.baseball
3058,rec.sport.baseball
3059,rec.sport.baseball
3060,rec.sport.baseball
3061,rec.sport.baseball
3062,rec.sport.baseball
3063,rec.sport.baseball
3064,rec.sport.baseball
3065,rec.sport.baseball
3066,rec.sport.baseball
3067,rec.sport.baseball
3068,rec.sport.baseball
3069,rec.sport.baseball
3070,rec.sport.baseball
3071,rec.sport.baseball
3072,rec.sport.baseball
3073,rec.sport.baseball
3074,rec.sport.baseball
3075,rec.sport.baseball
3076,rec.sport.baseball
3077,rec.sport.baseball
3078,rec.sport.baseball
3079,rec.sport.baseball
3080,rec.sport.baseball
3081,rec.sport.baseball
3082,rec.sport.baseball
3083,rec.sport.baseball
3084,rec.sport.baseball
3085,rec.sport.baseball
3086,rec.sport.baseball
3087,rec.sport.baseball
3088,rec.sport.baseball
3089,rec.sport.baseball
3090,rec.sport.baseball
3091,rec.sport.baseball
3092,rec.sport.baseball
3093,rec.sport.baseball
3094,rec.sport.baseball
3095,rec.sport.baseball
3096,rec.sport.baseball
3097,rec.sport.baseball
3098,rec.sport.baseball
3099,rec.sport.baseball
3100,rec.sport.baseball
3101,rec.sport.baseball
3102,rec.sport.baseball
3103,rec.sport.baseball
3104,rec.sport.baseball
3105,rec.sport.baseball
3106,rec.sport.baseball
3107,rec.sport.baseball
3108,rec.sport.baseball
3109,rec.sport.baseball
3110,rec.sport.baseball
3111,rec.sport.baseball
3112,rec.sport.baseball
3113,rec.sport.baseball
3114,rec.sport.baseball
3115,rec.sport.baseball
3116,rec.sport.baseball
3117,rec.sport.baseball
3118,rec.sport.baseball
3119,rec.sport.baseball
3120,rec.sport.baseball
3121,rec.sport.baseball
3122,rec.sport.baseball
3123,rec.sport.baseball
3124,rec.sport.baseball
3125,rec.sport.baseball
3126,rec.sport.baseball
3127,rec.sport.baseball
3128,rec.sport.baseball
3129,rec.sport.baseball
3130,rec.sport.baseball
3131,rec.sport.baseball
3132,rec.sport.baseball
3133,rec.sport.baseball
3134,rec.sport.baseball
3135,rec.sport.baseball
3136,rec.sport.baseball
3137,rec.sport.baseball
3138,rec.sport.baseball
3139,rec.sport.baseball
3140,rec.sport.baseball
3141,rec.sport.baseball
3142,rec.sport.baseball
3143,rec.sport.baseball
3144,rec.sport.baseball
3145,rec.sport.baseball
3146,rec.sport.baseball
3147,rec.sport.baseball
3148,rec.sport.baseball
3149,rec.sport.baseball
3150,rec.sport.baseball
3151,rec.sport.baseball
3152,rec.sport.baseball
3153,rec.sport.baseball
3154,rec.sport.baseball
3155,rec.sport.baseball
3156,rec.sport.baseball
3157,rec.sport.baseball
3158,rec.sport.baseball
3159,rec.sport.baseball
3160,rec.sport.baseball
3161,rec.sport.baseball
3162,rec.sport.baseball
3163,rec.sport.baseball
3164,rec.sport.baseball
3165,rec.sport.baseball
3166,rec.sport.baseball
3167,rec.sport.baseball
3168,rec.sport.baseball
3169,rec.sport.baseball
3170,rec.sport.baseball
3171,rec.sport.baseball
3172,rec.sport.baseball
3173,rec.sport.baseball
3174,rec.sport.baseball
3175,rec.sport.baseball
3176,rec.sport.baseball
3177,rec.sport.baseball
3178,rec.sport.baseball
3179,rec.sport.baseball
3180,rec.sport.baseball
3181,rec.sport.baseball
3182,rec.sport.baseball
3183,rec.sport.baseball
3184,rec.sport.baseball
3185,rec.sport.baseball
3186,rec.sport.baseball
3187,rec.sport.baseball
3188,rec.sport.baseball
3189,rec.sport.baseball
3190,rec.sport.baseball
3191,rec.sport.baseball
3192,rec.sport.baseball
3193,rec.sport.baseball
3194,rec.sport.baseball
3195,rec.sport.baseball
3196,rec.sport.baseball
3197,rec.sport.baseball
3198,rec.sport.baseball
3199,rec.sport.baseball
3200,rec.sport.baseball
3201,rec.sport.baseball
3202,rec.sport.baseball
3203,rec.sport.baseball
3204,rec.sport.baseball
3205,rec.sport.baseball
3206,rec.sport.baseball
3207,rec.sport.baseball
3208,rec.sport.baseball
3209,rec.sport.baseball
3210,rec.sport.baseball
3211,rec.sport.baseball
3212,rec.sport.baseball
3213,rec.sport.baseball
3214,rec.sport.baseball
3215,rec.sport.baseball
3216,rec.sport.baseball
3217,rec.sport.baseball
3218,rec.sport.baseball
3219,rec.sport.baseball
3220,rec.sport.baseball
3221,rec.sport.baseball
3222,rec.sport.baseball
3223,rec.sport.baseball
3224,rec.sport.baseball
3225,rec.sport.baseball
3226,rec.sport.baseball
3227,rec.sport.baseball
3228,rec.sport.baseball
3229,rec.sport.baseball
3230,rec.sport.baseball
3231,rec.sport.baseball
3232,rec.sport.baseball
3233,rec.sport.baseball
3234,rec.sport.baseball
3235,rec.sport.baseball
3236,rec.sport.baseball
3237,rec.sport.baseball
3238,rec.sport.baseball
3239,rec.sport.baseball
3240,rec.sport.baseball
3241,rec.sport.baseball
3242,rec.sport.baseball
3243,rec.sport.baseball
3244,rec.sport.baseball
3245,rec.sport.baseball
3246,rec.sport.baseball
3247,rec.sport.baseball
3248,rec.sport.baseball
3249,rec.sport.baseball
3250,rec.sport.baseball
3251,rec.sport.baseball
3252,rec.sport.baseball
3253,rec.sport.baseball
3254,rec.sport.baseball
3255,rec.sport.baseball
3256,rec.sport.baseball
3257,rec.sport.baseball
3258,rec.sport.baseball
3259,rec.sport.baseball
3260,rec.sport.baseball
3261,rec.sport.baseball
3262,rec.sport.baseball
3263,rec.sport.baseball
3264,rec.sport.baseball
3265,rec.sport.baseball
3266,rec.sport.baseball
3267,rec.sport.baseball
3268,rec.sport.baseball
3269,rec.sport.baseball
3270,rec.sport.baseball
3271,rec.sport.baseball
3272,rec.sport.baseball
3273,rec.sport.baseball
3274,rec.sport.baseball
3275,rec.sport.baseball
3276,rec.sport.baseball
3277,rec.sport.baseball
3278,rec.sport.baseball
3279,rec.sport.baseball
3280,rec.sport.baseball
3281,rec.sport.baseball
3282,rec.sport.baseball
3283,rec.sport.baseball
3284,rec.sport.baseball
3285,rec.sport.baseball
3286,rec.sport.baseball
3287,rec.sport.baseball
3288,rec.sport.baseball
3289,rec.sport.baseball
3290,rec.sport.baseball
3291,rec.sport.baseball
3292,rec.sport.baseball
3293,rec.sport.baseball
3294,rec.sport.baseball
3295,rec.sport.baseball
